"","Site","Exposure","year","depth","transect","Family","Functional.Group","species","abundance"
"6096","Steve's Gully","Oblique",2015,"shallow",3,"Acanthuridae","Grazer","cte.stri",20
"6097","Steve's Gully","Oblique",2015,"shallow",3,"Balistidae","Macroinvertivore","suf.chry",4
"6098","Steve's Gully","Oblique",2015,"shallow",3,"Chaetodontidae","Facultative corallivore","cha.mela",1
"6099","Steve's Gully","Oblique",2015,"shallow",3,"Chaetodontidae","Facultative corallivore","cha.ulie",2
"6100","Steve's Gully","Oblique",2015,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.baro",1
"6101","Steve's Gully","Oblique",2015,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.ttus",4
"6102","Steve's Gully","Oblique",2015,"shallow",3,"Chaetodontidae","Obligate corallivore","hen.chry",1
"6103","Steve's Gully","Oblique",2015,"shallow",3,"Chaetodontidae","Omnivore","cha.ephi",2
"6104","Steve's Gully","Oblique",2015,"shallow",3,"Ephippidae","Omnivore","plx.pinn",1
"6105","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Carnivore","epb.insi",2
"6106","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Hunting piscivore","tha.luna",13
"6107","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Macroinvertivore","che.chlo",2
"6108","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Macroinvertivore","che.fasc",2
"6109","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Macroinvertivore","cor.batu",4
"6110","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Macroinvertivore","hal.hort",1
"6111","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Macroinvertivore","hem.melt",3
"6112","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Microinvertivore","hal.mela",2
"6113","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Omnivore","tha.hard",1
"6114","Steve's Gully","Oblique",2015,"shallow",3,"Labridae","Planktivore","ana.geog",1
"6115","Steve's Gully","Oblique",2015,"shallow",3,"Lethrinidae","Carnivore","let.atki",2
"6116","Steve's Gully","Oblique",2015,"shallow",3,"Lethrinidae","Macroinvertivore","mon.hete",2
"6117","Steve's Gully","Oblique",2015,"shallow",3,"Lutjanidae","Carnivore","lut.carp",1
"6118","Steve's Gully","Oblique",2015,"shallow",3,"Lutjanidae","Carnivore","lut.gibb",1
"6119","Steve's Gully","Oblique",2015,"shallow",3,"Mullidae","Macroinvertivore","par.bifa",2
"6120","Steve's Gully","Oblique",2015,"shallow",3,"Mullidae","Macroinvertivore","par.mult",2
"6121","Steve's Gully","Oblique",2015,"shallow",3,"Nemipteridae","Carnivore","sco.marg",4
"6122","Steve's Gully","Oblique",2015,"shallow",3,"Nemipteridae","Macroinvertivore","sco.bili",3
"6123","Steve's Gully","Oblique",2015,"shallow",3,"Pomacanthidae","Omnivore","cen.bico",6
"6124","Steve's Gully","Oblique",2015,"shallow",3,"Pomacanthidae","Omnivore","poc.sexs",4
"6125","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Extensive farmer","neg.nigr",1
"6126","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Extensive farmer","pom.ward",4
"6127","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Indeterminate farmer","pom.adel",7
"6128","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Indeterminate farmer","pom.chry",2
"6129","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Omnivore","amp.clar",1
"6130","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Omnivore","pom.ambo",4
"6131","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Omnivore","pom.molu",7
"6132","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Planktivore","acn.poly",2
"6133","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Planktivore","amb.cura",1
"6134","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Planktivore","pom.coel",1
"6135","Steve's Gully","Oblique",2015,"shallow",3,"Pomacentridae","Planktivore","pom.lepi",2
"6136","Steve's Gully","Oblique",2015,"shallow",3,"Scaridae","Excavator","chs.micr",1
"6137","Steve's Gully","Oblique",2015,"shallow",3,"Scaridae","Excavator","chs.sord",14
"6138","Steve's Gully","Oblique",2015,"shallow",3,"Scaridae","Scraper","sca.fren",2
"6139","Steve's Gully","Oblique",2015,"shallow",3,"Scaridae","Scraper","sca.nigr",5
"6140","Steve's Gully","Oblique",2015,"shallow",3,"Scaridae","Scraper","sca.rivu",5
"6141","Steve's Gully","Oblique",2015,"shallow",3,"Scaridae","Scraper","sca.rubr",1
"6142","Steve's Gully","Oblique",2015,"shallow",3,"Scaridae","Scraper","sca.schl",6
"6143","Steve's Gully","Oblique",2015,"shallow",3,"Serranidae","Carnivore","cep.cyan",3
"6144","Steve's Gully","Oblique",2015,"shallow",3,"Siganidae","Browser","sig.cora",2
"6145","Steve's Gully","Oblique",2015,"shallow",3,"Siganidae","Browser","sig.doli",4
"6146","Steve's Gully","Oblique",2015,"shallow",3,"Siganidae","Browser","sig.vulp",2
"6147","Washing Machine","Oblique",2011,"deep",1,"Acanthuridae","Cropper","aca.ncus",6
"6148","Washing Machine","Oblique",2011,"deep",1,"Acanthuridae","Grazer","aca.oliv",1
"6149","Washing Machine","Oblique",2011,"deep",1,"Balistidae","Macroinvertivore","suf.chry",2
"6150","Washing Machine","Oblique",2011,"deep",1,"Caesionidae","Planktivore","cae.cuni",46
"6151","Washing Machine","Oblique",2011,"deep",1,"Chaetodontidae","Facultative corallivore","cha.klei",1
"6152","Washing Machine","Oblique",2011,"deep",1,"Chaetodontidae","Obligate corallivore","cha.ttus",2
"6153","Washing Machine","Oblique",2011,"deep",1,"Labridae","Carnivore","oxy.unif",1
"6154","Washing Machine","Oblique",2011,"deep",1,"Labridae","Hunting piscivore","oxy.diag",1
"6155","Washing Machine","Oblique",2011,"deep",1,"Labridae","Hunting piscivore","tha.luna",9
"6156","Washing Machine","Oblique",2011,"deep",1,"Labridae","Macroinvertivore","cho.fasc",1
"6157","Washing Machine","Oblique",2011,"deep",1,"Labridae","Macroinvertivore","cor.batu",1
"6158","Washing Machine","Oblique",2011,"deep",1,"Labridae","Macroinvertivore","hal.marg",1
"6159","Washing Machine","Oblique",2011,"deep",1,"Labridae","Microinvertivore","gom.vari",2
"6160","Washing Machine","Oblique",2011,"deep",1,"Labridae","Microinvertivore","hal.mela",7
"6161","Washing Machine","Oblique",2011,"deep",1,"Labridae","Omnivore","tha.lute",1
"6162","Washing Machine","Oblique",2011,"deep",1,"Lethrinidae","Macroinvertivore","let.letj",1
"6163","Washing Machine","Oblique",2011,"deep",1,"Lutjanidae","Carnivore","lut.flma",1
"6164","Washing Machine","Oblique",2011,"deep",1,"Mullidae","Macroinvertivore","par.barb",1
"6165","Washing Machine","Oblique",2011,"deep",1,"Mullidae","Macroinvertivore","par.mult",1
"6166","Washing Machine","Oblique",2011,"deep",1,"Nemipteridae","Carnivore","sco.mono",1
"6167","Washing Machine","Oblique",2011,"deep",1,"Nemipteridae","Macroinvertivore","sco.bili",3
"6168","Washing Machine","Oblique",2011,"deep",1,"Pomacanthidae","Cropper","cen.bisp",1
"6169","Washing Machine","Oblique",2011,"deep",1,"Pomacanthidae","Omnivore","cen.bico",6
"6170","Washing Machine","Oblique",2011,"deep",1,"Pomacanthidae","Omnivore","poc.sexs",1
"6171","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Indeterminate farmer","pom.adel",2
"6172","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Intensive farmer","dis.pers",1
"6173","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Omnivore","pom.ambo",59
"6174","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Omnivore","pom.brac",29
"6175","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Omnivore","pom.molu",42
"6176","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Planktivore","acn.poly",1
"6177","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Planktivore","chy.roll",10
"6178","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Planktivore","das.arua",12
"6179","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Planktivore","das.reti",34
"6180","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Planktivore","pom.coel",3
"6181","Washing Machine","Oblique",2011,"deep",1,"Pomacentridae","Planktivore","pom.naga",19
"6182","Washing Machine","Oblique",2011,"deep",1,"Scaridae","Excavator","chs.sord",6
"6183","Washing Machine","Oblique",2011,"deep",1,"Scaridae","Scraper","sca.ghob",1
"6184","Washing Machine","Oblique",2011,"deep",1,"Scaridae","Scraper","sca.schl",2
"6185","Washing Machine","Oblique",2011,"deep",1,"Serranidae","Hunting piscivore","pms.leop",2
"6186","Washing Machine","Oblique",2011,"deep",1,"Siganidae","Browser","sig.doli",1
"6187","Washing Machine","Oblique",2011,"deep",2,"Acanthuridae","Browser","nas.unic",1
"6188","Washing Machine","Oblique",2011,"deep",2,"Acanthuridae","Cropper","aca.ncus",3
"6189","Washing Machine","Oblique",2011,"deep",2,"Acanthuridae","Grazer","aca.duss",1
"6190","Washing Machine","Oblique",2011,"deep",2,"Acanthuridae","Grazer","aca.oliv",2
"6191","Washing Machine","Oblique",2011,"deep",2,"Acanthuridae","Grazer","cte.bino",4
"6192","Washing Machine","Oblique",2011,"deep",2,"Balistidae","Macroinvertivore","suf.chry",5
"6193","Washing Machine","Oblique",2011,"deep",2,"Balistidae","Omnivore","blp.undu",1
"6194","Washing Machine","Oblique",2011,"deep",2,"Chaetodontidae","Facultative corallivore","cha.klei",1
"6195","Washing Machine","Oblique",2011,"deep",2,"Chaetodontidae","Obligate corallivore","cha.ttus",2
"6196","Washing Machine","Oblique",2011,"deep",2,"Chaetodontidae","Omnivore","cha.auri",2
"6197","Washing Machine","Oblique",2011,"deep",2,"Chaetodontidae","Omnivore","cha.ephi",2
"6198","Washing Machine","Oblique",2011,"deep",2,"Labridae","Hunting piscivore","tha.luna",7
"6199","Washing Machine","Oblique",2011,"deep",2,"Labridae","Microinvertivore","hal.mela",1
"6200","Washing Machine","Oblique",2011,"deep",2,"Lethrinidae","Macroinvertivore","let.letj",1
"6201","Washing Machine","Oblique",2011,"deep",2,"Lutjanidae","Carnivore","lut.carp",1
"6202","Washing Machine","Oblique",2011,"deep",2,"Mullidae","Macroinvertivore","par.mult",4
"6203","Washing Machine","Oblique",2011,"deep",2,"Nemipteridae","Carnivore","sco.mono",2
"6204","Washing Machine","Oblique",2011,"deep",2,"Nemipteridae","Macroinvertivore","sco.bili",4
"6205","Washing Machine","Oblique",2011,"deep",2,"Pomacanthidae","Omnivore","cen.bico",6
"6206","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Indeterminate farmer","pom.adel",3
"6207","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Indeterminate farmer","pom.chry",1
"6208","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Intensive farmer","dis.pers",5
"6209","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Omnivore","pom.ambo",60
"6210","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Omnivore","pom.molu",19
"6211","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Planktivore","das.arua",24
"6212","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Planktivore","das.reti",26
"6213","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Planktivore","pom.coel",1
"6214","Washing Machine","Oblique",2011,"deep",2,"Pomacentridae","Planktivore","pom.naga",6
"6215","Washing Machine","Oblique",2011,"deep",2,"Scaridae","Excavator","cet.bico",1
"6216","Washing Machine","Oblique",2011,"deep",2,"Scaridae","Excavator","chs.sord",3
"6217","Washing Machine","Oblique",2011,"deep",2,"Scaridae","Scraper","sca.schl",4
"6218","Washing Machine","Oblique",2011,"deep",2,"Serranidae","Carnivore","epi.macu",1
"6219","Washing Machine","Oblique",2011,"deep",2,"Serranidae","Hunting piscivore","pms.laev",1
"6220","Washing Machine","Oblique",2011,"deep",2,"Siganidae","Browser","sig.doli",2
"6221","Washing Machine","Oblique",2011,"deep",3,"Acanthuridae","Browser","nas.unic",1
"6222","Washing Machine","Oblique",2011,"deep",3,"Acanthuridae","Grazer","aca.bloc",10
"6223","Washing Machine","Oblique",2011,"deep",3,"Acanthuridae","Grazer","aca.oliv",2
"6224","Washing Machine","Oblique",2011,"deep",3,"Balistidae","Macroinvertivore","suf.chry",2
"6225","Washing Machine","Oblique",2011,"deep",3,"Caesionidae","Planktivore","cae.cuni",17
"6226","Washing Machine","Oblique",2011,"deep",3,"Chaetodontidae","Facultative corallivore","cha.klei",1
"6227","Washing Machine","Oblique",2011,"deep",3,"Chaetodontidae","Obligate corallivore","cha.tlis",1
"6228","Washing Machine","Oblique",2011,"deep",3,"Chaetodontidae","Omnivore","cha.auri",2
"6229","Washing Machine","Oblique",2011,"deep",3,"Labridae","Hunting piscivore","tha.luna",2
"6230","Washing Machine","Oblique",2011,"deep",3,"Labridae","Macroinvertivore","che.fasc",1
"6231","Washing Machine","Oblique",2011,"deep",3,"Labridae","Macroinvertivore","hem.melt",1
"6232","Washing Machine","Oblique",2011,"deep",3,"Labridae","Microinvertivore","hal.mela",9
"6233","Washing Machine","Oblique",2011,"deep",3,"Labridae","Microinvertivore","lab.dimi",4
"6234","Washing Machine","Oblique",2011,"deep",3,"Labridae","Omnivore","tha.lute",1
"6235","Washing Machine","Oblique",2011,"deep",3,"Mullidae","Macroinvertivore","par.mult",1
"6236","Washing Machine","Oblique",2011,"deep",3,"Nemipteridae","Carnivore","sco.mono",1
"6237","Washing Machine","Oblique",2011,"deep",3,"Nemipteridae","Macroinvertivore","sco.bili",1
"6238","Washing Machine","Oblique",2011,"deep",3,"Pomacanthidae","Omnivore","cen.bico",2
"6239","Washing Machine","Oblique",2011,"deep",3,"Pomacentridae","Intensive farmer","dis.pers",1
"6240","Washing Machine","Oblique",2011,"deep",3,"Pomacentridae","Omnivore","pom.ambo",48
"6241","Washing Machine","Oblique",2011,"deep",3,"Pomacentridae","Omnivore","pom.brac",10
"6242","Washing Machine","Oblique",2011,"deep",3,"Pomacentridae","Omnivore","pom.molu",30
"6243","Washing Machine","Oblique",2011,"deep",3,"Pomacentridae","Planktivore","das.arua",7
"6244","Washing Machine","Oblique",2011,"deep",3,"Pomacentridae","Planktivore","das.reti",7
"6245","Washing Machine","Oblique",2011,"deep",3,"Pomacentridae","Planktivore","pom.naga",7
"6246","Washing Machine","Oblique",2011,"deep",3,"Scaridae","Scraper","sca.ghob",1
"6247","Washing Machine","Oblique",2011,"deep",3,"Scaridae","Scraper","sca.rivu",7
"6248","Washing Machine","Oblique",2011,"deep",3,"Serranidae","Carnivore","cep.argu",2
"6249","Washing Machine","Oblique",2011,"deep",3,"Serranidae","Carnivore","epi.macu",1
"6250","Washing Machine","Oblique",2011,"deep",3,"Serranidae","Hunting piscivore","pms.leop",2
"6251","Washing Machine","Oblique",2011,"deep",3,"Serranidae","Hunting piscivore","var.lout",1
"6252","Washing Machine","Oblique",2011,"deep",3,"Siganidae","Browser","sig.doli",1
"6253","Washing Machine","Oblique",2011,"shallow",1,"Acanthuridae","Browser","nas.unic",2
"6254","Washing Machine","Oblique",2011,"shallow",1,"Acanthuridae","Cropper","aca.ncus",10
"6255","Washing Machine","Oblique",2011,"shallow",1,"Acanthuridae","Grazer","cte.bino",3
"6256","Washing Machine","Oblique",2011,"shallow",1,"Acanthuridae","Grazer","cte.stri",7
"6257","Washing Machine","Oblique",2011,"shallow",1,"Balistidae","Macroinvertivore","suf.chry",1
"6258","Washing Machine","Oblique",2011,"shallow",1,"Chaetodontidae","Facultative corallivore","cha.pelw",1
"6259","Washing Machine","Oblique",2011,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.baro",6
"6260","Washing Machine","Oblique",2011,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.pleb",1
"6261","Washing Machine","Oblique",2011,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.ttus",3
"6262","Washing Machine","Oblique",2011,"shallow",1,"Chaetodontidae","Omnivore","cha.auri",2
"6263","Washing Machine","Oblique",2011,"shallow",1,"Chaetodontidae","Omnivore","cha.ephi",3
"6264","Washing Machine","Oblique",2011,"shallow",1,"Labridae","Carnivore","epb.insi",1
"6265","Washing Machine","Oblique",2011,"shallow",1,"Labridae","Hunting piscivore","tha.luna",11
"6266","Washing Machine","Oblique",2011,"shallow",1,"Labridae","Macroinvertivore","bod.axil",1
"6267","Washing Machine","Oblique",2011,"shallow",1,"Labridae","Macroinvertivore","cho.fasc",1
"6268","Washing Machine","Oblique",2011,"shallow",1,"Labridae","Macroinvertivore","hem.fasc",1
"6269","Washing Machine","Oblique",2011,"shallow",1,"Labridae","Microinvertivore","hal.mela",7
"6270","Washing Machine","Oblique",2011,"shallow",1,"Labridae","Microinvertivore","lab.dimi",2
"6271","Washing Machine","Oblique",2011,"shallow",1,"Mullidae","Carnivore","par.cycl",4
"6272","Washing Machine","Oblique",2011,"shallow",1,"Mullidae","Macroinvertivore","par.barb",1
"6273","Washing Machine","Oblique",2011,"shallow",1,"Mullidae","Macroinvertivore","par.mult",2
"6274","Washing Machine","Oblique",2011,"shallow",1,"Nemipteridae","Macroinvertivore","sco.bili",5
"6275","Washing Machine","Oblique",2011,"shallow",1,"Pomacanthidae","Omnivore","cen.bico",5
"6276","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Extensive farmer","neg.nigr",1
"6277","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Extensive farmer","pgy.lacr",5
"6278","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Extensive farmer","pom.ward",1
"6279","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Indeterminate farmer","pom.adel",9
"6280","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Indeterminate farmer","pom.chry",1
"6281","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Intensive farmer","dis.mela",1
"6282","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Omnivore","pom.ambo",9
"6283","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Omnivore","pom.brac",11
"6284","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Omnivore","pom.molu",29
"6285","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Planktivore","amb.cura",1
"6286","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Planktivore","chr.viri",10
"6287","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Planktivore","chy.roll",3
"6288","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Planktivore","pom.coel",1
"6289","Washing Machine","Oblique",2011,"shallow",1,"Pomacentridae","Planktivore","pom.lepi",9
"6290","Washing Machine","Oblique",2011,"shallow",1,"Scaridae","Excavator","cet.bico",1
"6291","Washing Machine","Oblique",2011,"shallow",1,"Scaridae","Excavator","chs.micr",1
"6292","Washing Machine","Oblique",2011,"shallow",1,"Scaridae","Excavator","chs.sord",2
"6293","Washing Machine","Oblique",2011,"shallow",1,"Scaridae","Scraper","sca.alti",1
"6294","Washing Machine","Oblique",2011,"shallow",1,"Scaridae","Scraper","sca.fren",1
"6295","Washing Machine","Oblique",2011,"shallow",1,"Scaridae","Scraper","sca.ghob",1
"6296","Washing Machine","Oblique",2011,"shallow",1,"Scaridae","Scraper","sca.glob",3
"6297","Washing Machine","Oblique",2011,"shallow",1,"Scaridae","Scraper","sca.psit",2
"6298","Washing Machine","Oblique",2011,"shallow",1,"Serranidae","Carnivore","cep.cyan",1
"6299","Washing Machine","Oblique",2011,"shallow",1,"Siganidae","Browser","sig.cora",2
"6300","Washing Machine","Oblique",2011,"shallow",1,"Siganidae","Browser","sig.doli",3
"6301","Washing Machine","Oblique",2011,"shallow",2,"Acanthuridae","Browser","nas.litu",1
"6302","Washing Machine","Oblique",2011,"shallow",2,"Acanthuridae","Cropper","aca.line",1
"6303","Washing Machine","Oblique",2011,"shallow",2,"Acanthuridae","Cropper","aca.ncus",3
"6304","Washing Machine","Oblique",2011,"shallow",2,"Acanthuridae","Cropper","zeb.scop",1
"6305","Washing Machine","Oblique",2011,"shallow",2,"Acanthuridae","Cropper","zeb.veli",1
"6306","Washing Machine","Oblique",2011,"shallow",2,"Acanthuridae","Grazer","aca.bloc",7
"6307","Washing Machine","Oblique",2011,"shallow",2,"Acanthuridae","Grazer","cte.bino",4
"6308","Washing Machine","Oblique",2011,"shallow",2,"Acanthuridae","Grazer","cte.stri",1
"6309","Washing Machine","Oblique",2011,"shallow",2,"Chaetodontidae","Facultative corallivore","cha.klei",7
"6310","Washing Machine","Oblique",2011,"shallow",2,"Chaetodontidae","Facultative corallivore","cha.pelw",1
"6311","Washing Machine","Oblique",2011,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.baro",1
"6312","Washing Machine","Oblique",2011,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.pleb",1
"6313","Washing Machine","Oblique",2011,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.ttus",4
"6314","Washing Machine","Oblique",2011,"shallow",2,"Chaetodontidae","Omnivore","cha.vaga",2
"6315","Washing Machine","Oblique",2011,"shallow",2,"Labridae","Hunting piscivore","tha.luna",12
"6316","Washing Machine","Oblique",2011,"shallow",2,"Labridae","Microinvertivore","hal.mela",3
"6317","Washing Machine","Oblique",2011,"shallow",2,"Lutjanidae","Hunting piscivore","lut.boha",2
"6318","Washing Machine","Oblique",2011,"shallow",2,"Mullidae","Macroinvertivore","par.barb",4
"6319","Washing Machine","Oblique",2011,"shallow",2,"Mullidae","Macroinvertivore","par.mult",8
"6320","Washing Machine","Oblique",2011,"shallow",2,"Nemipteridae","Carnivore","sco.marg",1
"6321","Washing Machine","Oblique",2011,"shallow",2,"Nemipteridae","Macroinvertivore","sco.bili",2
"6322","Washing Machine","Oblique",2011,"shallow",2,"Pomacanthidae","Omnivore","cen.bico",3
"6323","Washing Machine","Oblique",2011,"shallow",2,"Pomacanthidae","Omnivore","poc.semi",1
"6324","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Extensive farmer","pgy.lacr",3
"6325","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Indeterminate farmer","pom.adel",3
"6326","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Indeterminate farmer","pom.bank",1
"6327","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Indeterminate farmer","pom.chry",3
"6328","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Intensive farmer","dis.pros",1
"6329","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Omnivore","pom.ambo",21
"6330","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Omnivore","pom.brac",7
"6331","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Omnivore","pom.molu",23
"6332","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Planktivore","amb.cura",1
"6333","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Planktivore","chy.roll",4
"6334","Washing Machine","Oblique",2011,"shallow",2,"Pomacentridae","Planktivore","pom.lepi",15
"6335","Washing Machine","Oblique",2011,"shallow",2,"Scaridae","Excavator","cet.bico",1
"6336","Washing Machine","Oblique",2011,"shallow",2,"Scaridae","Excavator","chs.sord",7
"6337","Washing Machine","Oblique",2011,"shallow",2,"Scaridae","Scraper","hip.long",2
"6338","Washing Machine","Oblique",2011,"shallow",2,"Scaridae","Scraper","sca.cham",5
"6339","Washing Machine","Oblique",2011,"shallow",2,"Scaridae","Scraper","sca.fren",1
"6340","Washing Machine","Oblique",2011,"shallow",2,"Scaridae","Scraper","sca.psit",7
"6341","Washing Machine","Oblique",2011,"shallow",2,"Scaridae","Scraper","sca.rivu",5
"6342","Washing Machine","Oblique",2011,"shallow",2,"Scaridae","Scraper","sca.schl",1
"6343","Washing Machine","Oblique",2011,"shallow",2,"Serranidae","Hunting piscivore","pms.leop",1
"6344","Washing Machine","Oblique",2011,"shallow",2,"Serranidae","Hunting piscivore","pms.macu",1
"6345","Washing Machine","Oblique",2011,"shallow",3,"Acanthuridae","Cropper","aca.ncus",4
"6346","Washing Machine","Oblique",2011,"shallow",3,"Acanthuridae","Cropper","zeb.scop",1
"6347","Washing Machine","Oblique",2011,"shallow",3,"Acanthuridae","Grazer","aca.bloc",1
"6348","Washing Machine","Oblique",2011,"shallow",3,"Acanthuridae","Grazer","aca.oliv",5
"6349","Washing Machine","Oblique",2011,"shallow",3,"Acanthuridae","Grazer","cte.bino",4
"6350","Washing Machine","Oblique",2011,"shallow",3,"Acanthuridae","Grazer","cte.stri",3
"6351","Washing Machine","Oblique",2011,"shallow",3,"Acanthuridae","Planktivore","nas.brev",2
"6352","Washing Machine","Oblique",2011,"shallow",3,"Balistidae","Macroinvertivore","suf.chry",2
"6353","Washing Machine","Oblique",2011,"shallow",3,"Chaetodontidae","Facultative corallivore","cha.citr",1
"6354","Washing Machine","Oblique",2011,"shallow",3,"Chaetodontidae","Facultative corallivore","cha.klei",3
"6355","Washing Machine","Oblique",2011,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.baro",1
"6356","Washing Machine","Oblique",2011,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.ttus",5
"6357","Washing Machine","Oblique",2011,"shallow",3,"Chaetodontidae","Omnivore","cha.auri",1
"6358","Washing Machine","Oblique",2011,"shallow",3,"Chaetodontidae","Omnivore","cha.ephi",1
"6359","Washing Machine","Oblique",2011,"shallow",3,"Chaetodontidae","Omnivore","cha.vaga",1
"6360","Washing Machine","Oblique",2011,"shallow",3,"Labridae","Hunting piscivore","oxy.diag",2
"6361","Washing Machine","Oblique",2011,"shallow",3,"Labridae","Hunting piscivore","tha.luna",8
"6362","Washing Machine","Oblique",2011,"shallow",3,"Labridae","Macroinvertivore","cor.batu",4
"6363","Washing Machine","Oblique",2011,"shallow",3,"Labridae","Microinvertivore","gom.vari",1
"6364","Washing Machine","Oblique",2011,"shallow",3,"Labridae","Microinvertivore","hal.mela",6
"6365","Washing Machine","Oblique",2011,"shallow",3,"Mullidae","Carnivore","par.cycl",3
"6366","Washing Machine","Oblique",2011,"shallow",3,"Mullidae","Macroinvertivore","par.barb",4
"6367","Washing Machine","Oblique",2011,"shallow",3,"Mullidae","Macroinvertivore","par.mult",3
"6368","Washing Machine","Oblique",2011,"shallow",3,"Nemipteridae","Macroinvertivore","sco.bili",11
"6369","Washing Machine","Oblique",2011,"shallow",3,"Pomacanthidae","Omnivore","cen.bico",3
"6370","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Indeterminate farmer","pom.adel",1
"6371","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Indeterminate farmer","pom.chry",3
"6372","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Omnivore","pom.ambo",31
"6373","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Omnivore","pom.molu",4
"6374","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Planktivore","amb.cura",2
"6375","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Planktivore","chr.webe",2
"6376","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Planktivore","chy.roll",2
"6377","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Planktivore","das.reti",15
"6378","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Planktivore","pom.coel",9
"6379","Washing Machine","Oblique",2011,"shallow",3,"Pomacentridae","Planktivore","pom.lepi",7
